property_id,kota,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,jumlah_lantai,garasi,tahun_dibangun,kondisi,jarak_pusat_kota_km,dekat_sekolah,dekat_rs,dekat_mall,jenis_sertifikat,harga_idr
PROP00675,Surabaya,385,464,4,1,1,Ya,1987,,13.1,Tidak,Ya,Ya,Girik,17854834092
PROP00676,Bandung,352,596,5,1,1,Tidak,1992,Baru,5.5,Ya,Tidak,Tidak,Strata Title,14654917730
PROP00677,Jakarta Barat,289,332,6,1,2,Ya,2017,Cukup,20.7,Ya,Ya,Ya,HGB,12926864110
PROP00678,Tangerang,268,456,3,3,1,Tidak,1993,Bagus,7.8,Tidak,Ya,Ya,Strata Title,7776721067
PROP00679,Jakarta Barat,411,456,4,3,2,Tidak,1996,Baru,5.2,Tidak,,Ya,SHGB,28407136659
PROP00680,Bandung,156,326,3,3,1,Tidak,1995,Perlu Renovasi,33.9,Tidak,Ya,Tidak,Strata Title,1513110691
PROP00681,Bekasi,202,394,3,3,1,Tidak,2022,Bagus,20,Tidak,Tidak,Tidak,SHM,7686129060
PROP00682,Tangerang,60,301,6,1,1,Tidak,2003,Perlu Renovasi,24.7,Ya,Tidak,Ya,SHGB,954262897
PROP00683,Jakarta Selatan,,609,1,4,1,Tidak,1992,Perlu Renovasi,22.3,Tidak,Tidak,Ya,,13267289350
PROP00684,Jakarta Selatan,183,214,1,1,1,,2004,Bagus,,Ya,Ya,Tidak,HGB,12487589267
PROP00685,Jakarta Utara,21,202,2,1,2,Tidak,1995,Baru,2.3,Ya,Ya,Tidak,SHM,1047397957
PROP00686,Jakarta Barat,283,450,6,1,3,Ya,2016,Perlu Renovasi,33.6,Ya,Ya,Ya,Girik,9527228509
PROP00687,Semarang,108,134,5,1,1,Ya,1992,Baru,21.9,Tidak,Ya,Tidak,SHGB,2952922143
PROP00688,Bandung,382,618,5,3,1,Tidak,1985,Bagus,,Ya,Tidak,Tidak,SHM,12737296124
PROP00689,Medan,582,,4,4,1,Ya,1998,Bagus,18.7,Tidak,Tidak,Ya,Girik,9535252634
PROP00690,Bandung,128,276,5,2,3,Tidak,2013,Cukup,15.6,Ya,,Ya,SHGB,2660306799
PROP00691,Yogyakarta,384,563,5,1,2,,1996,Cukup,1.6,Tidak,Tidak,Ya,Strata Title,8319570802
PROP00692,Semarang,292,298,2,2,2,Ya,1997,Bagus,22.7,Tidak,Ya,Tidak,SHM,4665120520
PROP00693,Surabaya,284,506,2,2,2,Tidak,1992,Perlu Renovasi,0.6,Ya,Ya,Ya,Girik,9350702224
PROP00694,Tangerang,473,525,5,4,3,,2022,Cukup,32.8,Tidak,,Tidak,Strata Title,15995614781
PROP00695,Bekasi,227,424,4,3,1,Ya,2013,Baru,26.2,Tidak,Ya,Ya,Strata Title,7005081286
PROP00696,Yogyakarta,88,105,2,2,1,Tidak,2015,,1.2,Tidak,Tidak,Ya,Strata Title,3058562992
PROP00697,,514,645,5,3,1,Ya,2024,Perlu Renovasi,,Tidak,Ya,Tidak,SHM,17193105713
PROP00698,Jakarta Barat,59,,3,3,2,Ya,1999,Perlu Renovasi,32.4,,Tidak,Ya,SHM,1589062282
PROP00699,Jakarta Barat,314,426,5,4,3,Tidak,2021,Baru,1.5,Ya,Ya,Ya,HGB,
PROP00700,Bandung,72,128,1,2,1,Ya,1985,Baru,15.8,Tidak,Tidak,Tidak,Strata Title,1395195765
PROP00701,Medan,134,190,4,4,1,Tidak,1997,Baru,15.3,Tidak,Ya,Tidak,SHGB,3495691774
PROP00702,Semarang,547,741,4,3,1,Ya,2011,Cukup,14.7,Tidak,Tidak,Tidak,HGB,
PROP00703,Jakarta Barat,379,,5,3,1,Ya,1997,Bagus,11.9,Tidak,Ya,Tidak,Strata Title,27259930190
PROP00704,Jakarta Selatan,523,577,3,4,2,Tidak,2018,Bagus,5.9,Ya,Ya,Ya,HGB,38641949572
PROP00705,Jakarta Selatan,519,652,,2,,Tidak,1992,Baru,19.3,Ya,Tidak,Tidak,SHM,31056982708
PROP00706,Bali,573,595,4,4,2,Tidak,1998,Bagus,18.8,Ya,Tidak,Tidak,HGB,21243859441
PROP00707,Tangerang,368,469,6,3,3,Ya,1987,Cukup,34.9,Ya,Ya,Ya,Strata Title,8416368861
PROP00708,Jakarta Barat,587,620,1,3,1,Tidak,1992,Cukup,6.7,Tidak,Tidak,Tidak,SHGB,33071079455
PROP00709,Surabaya,486,710,6,3,2,Ya,2007,Bagus,18,Tidak,Tidak,Tidak,,17549634727
PROP00710,Jakarta Barat,166,391,6,4,3,Tidak,1987,Bagus,6.9,Tidak,Tidak,Tidak,HGB,12084207102
PROP00711,Tangerang,302,406,1,1,3,Ya,2007,Baru,15.8,Tidak,Tidak,Tidak,Girik,14112713265
PROP00712,Medan,333,449,1,2,2,Tidak,2002,Cukup,31.1,Tidak,Ya,Ya,SHGB,3507420175
PROP00713,Surabaya,95,109,3,2,3,Ya,1996,Baru,29.8,Tidak,Tidak,Tidak,SHGB,3565967794
PROP00714,Yogyakarta,137,299,5,4,1,Tidak,2024,Baru,13.6,Tidak,Ya,Ya,Strata Title,4459988910
PROP00715,Jakarta Barat,330,577,1,3,2,Ya,2022,Cukup,25.3,Tidak,Tidak,Tidak,HGB,12909693003
PROP00716,Jakarta Selatan,264,274,2,4,3,Tidak,2022,Cukup,14.4,Tidak,Tidak,Tidak,SHGB,20880458753
PROP00717,Medan,148,314,2,4,2,Tidak,1989,Bagus,13.9,Tidak,Tidak,Ya,Strata Title,1863808447
PROP00718,Bandung,372,458,3,3,3,Ya,,Cukup,23.5,Tidak,Tidak,Ya,Strata Title,6668933791
PROP00719,Semarang,127,241,4,2,1,Ya,2014,Cukup,0.7,Tidak,Ya,Tidak,Strata Title,3880373511
PROP00720,Bali,459,526,2,2,1,Ya,2014,Baru,23.9,Tidak,Tidak,Tidak,SHM,17733462029
PROP00721,Yogyakarta,149,158,2,4,3,Tidak,1993,Cukup,20,Ya,Tidak,Ya,Strata Title,2045766945
PROP00722,Jakarta Utara,385,569,5,2,3,Tidak,1999,Bagus,5.5,Ya,Ya,Tidak,,23210079094
PROP00723,Jakarta Barat,428,573,1,4,1,Tidak,,Baru,8.3,Ya,Tidak,Tidak,SHM,24536332213
PROP00724,Jakarta Utara,549,588,1,2,1,Tidak,1989,Cukup,13.3,Tidak,Ya,Tidak,SHM,18487768763
PROP00725,Surabaya,300,313,1,3,3,Tidak,2021,Cukup,27.8,Ya,Tidak,Ya,Girik,5940433741
PROP00726,Semarang,386,613,2,4,1,Ya,1987,Baru,17.3,Ya,Ya,Ya,SHM,8519831819
PROP00727,Yogyakarta,447,560,3,3,,Ya,2000,Perlu Renovasi,29.7,,Ya,Ya,SHGB,4517889236
PROP00728,Medan,348,568,4,2,2,Tidak,2007,Bagus,34.1,Ya,Tidak,Ya,SHM,3865160532
PROP00729,Bekasi,67,175,6,4,1,Ya,2007,Perlu Renovasi,32.3,Tidak,Ya,,Strata Title,1440131978
PROP00730,Medan,417,646,2,2,1,Tidak,2001,Cukup,16.2,Ya,Tidak,Ya,Strata Title,7649566428
PROP00731,Yogyakarta,189,352,3,4,1,Ya,2022,Perlu Renovasi,7.5,Tidak,Ya,Tidak,HGB,3475410863
PROP00732,Jakarta Barat,412,451,1,2,2,Tidak,1991,Perlu Renovasi,17,Tidak,Ya,Tidak,Girik,10759649857
PROP00733,Bekasi,42,248,3,2,2,Ya,1994,Perlu Renovasi,3.8,Ya,Ya,Ya,Girik,699717065
PROP00734,Surabaya,,713,4,2,2,Ya,2006,Cukup,13.1,Ya,Tidak,Ya,Strata Title,18877060293
PROP00735,Medan,228,359,1,2,2,Tidak,2013,Perlu Renovasi,14.7,Ya,Tidak,Tidak,Strata Title,2653907189
PROP00736,Jakarta Selatan,36,201,5,3,,Tidak,1998,Baru,28,Tidak,Tidak,Tidak,HGB,3344398917
PROP00737,Bandung,356,364,4,4,3,Ya,1990,,12.8,Tidak,Ya,Tidak,SHGB,10707267761
PROP00738,Tangerang,367,399,6,4,2,Tidak,2020,Baru,25.7,Ya,Ya,Ya,HGB,21650436809
PROP00739,,110,172,1,3,,Tidak,2005,Baru,22.2,Tidak,Ya,Tidak,Strata Title,10476276284
PROP00740,Surabaya,45,130,2,1,3,,,Baru,14,,Tidak,Tidak,SHM,1856536337
PROP00741,Semarang,64,314,3,3,2,Tidak,2014,Bagus,34.2,Tidak,Tidak,Ya,Strata Title,
PROP00742,Semarang,392,529,5,1,1,Tidak,2012,Cukup,2.3,Ya,Ya,Ya,Strata Title,10521265496
PROP00743,Surabaya,391,611,4,4,2,Tidak,2014,Cukup,26.9,Ya,Ya,Ya,SHM,12841078227
PROP00744,Jakarta Utara,537,718,2,2,2,Ya,1990,Baru,22.1,Tidak,Ya,Ya,HGB,26335638714
PROP00745,Medan,476,,4,1,2,Tidak,1995,Baru,34.4,,Tidak,Ya,Girik,6287782398
PROP00746,Semarang,,794,6,1,3,Ya,2010,Perlu Renovasi,29.9,Ya,Ya,Tidak,Girik,7200058137
PROP00747,Jakarta Selatan,264,447,6,1,2,Tidak,1999,Cukup,10.8,Ya,Tidak,Tidak,HGB,16239242253
PROP00748,Jakarta Barat,105,282,5,3,2,Tidak,2011,Bagus,,Tidak,Ya,Ya,Strata Title,5831272236
PROP00749,Surabaya,568,651,1,3,3,Ya,2024,Baru,11.5,Tidak,Tidak,Tidak,SHGB,28852272818
PROP00750,Semarang,490,546,4,2,3,Ya,2008,Perlu Renovasi,6.1,Ya,Tidak,Tidak,Girik,7618225478
PROP00751,Yogyakarta,116,207,3,1,3,,2019,Cukup,1.6,Tidak,Ya,Ya,SHGB,2303378296
PROP00752,Jakarta Selatan,526,687,1,4,2,,2021,Baru,30,Ya,Ya,Ya,SHM,51079624587
PROP00753,Tangerang,563,770,1,3,2,Tidak,2013,Baru,27.9,Tidak,Ya,Tidak,HGB,12883924650
PROP00754,Semarang,222,283,4,1,3,Tidak,1993,Perlu Renovasi,17,Tidak,Tidak,Tidak,SHGB,3275114077
PROP00755,Surabaya,180,251,3,2,2,Ya,2023,Cukup,10.8,Ya,Tidak,Tidak,SHM,6112986130
PROP00756,Surabaya,109,345,2,4,2,Ya,1994,Perlu Renovasi,32.2,Tidak,Ya,Ya,SHGB,1351106714
PROP00757,Jakarta Utara,162,394,4,4,1,Tidak,2007,Cukup,23.6,Ya,Ya,Ya,,5853733161
PROP00758,Bali,125,,5,1,3,Ya,2005,Cukup,26.5,Tidak,Ya,Ya,SHGB,5942959334
PROP00759,Bekasi,367,601,6,3,2,Ya,2015,Bagus,32.3,Ya,Tidak,Tidak,SHGB,9155409651
PROP00760,Yogyakarta,376,461,6,3,1,Tidak,1987,Bagus,1.6,Ya,Tidak,,Strata Title,8188888282
PROP00761,Bandung,303,413,5,4,2,Ya,2013,Cukup,26,Tidak,Ya,Ya,SHM,4768275407
PROP00762,Semarang,268,431,5,2,1,Ya,2024,Bagus,32.2,Ya,Tidak,Tidak,HGB,4885656390
PROP00763,Jakarta Barat,353,377,3,2,3,Tidak,2000,Cukup,32.1,Tidak,Ya,Tidak,HGB,10668292723
PROP00764,Bekasi,490,652,1,3,3,Tidak,,Cukup,24.9,Tidak,Ya,Tidak,Girik,7979275124
PROP00765,Bekasi,217,229,3,3,,Tidak,2016,,19.4,Ya,Tidak,Ya,Girik,7241668628
PROP00766,Tangerang,43,89,2,4,1,Ya,2021,Baru,2.1,Ya,Tidak,Ya,SHGB,2011082821
PROP00767,Bali,129,339,5,2,3,Ya,1988,Baru,4.8,Tidak,Ya,Ya,HGB,10239071400
PROP00768,Bekasi,183,323,,1,3,Ya,2016,Bagus,22.6,Ya,Ya,Ya,SHGB,4626640731
PROP00769,Semarang,160,275,4,4,1,Ya,2000,Baru,8,Ya,Tidak,Tidak,HGB,5534342160
PROP00770,Jakarta Selatan,165,269,4,3,1,Ya,1991,Bagus,1.7,Tidak,Tidak,Ya,SHGB,12979596681
PROP00771,Jakarta Barat,291,398,4,2,2,Tidak,2006,Perlu Renovasi,5,Tidak,Ya,,Girik,13124778600
PROP00772,Yogyakarta,211,343,3,4,3,Ya,2005,,17.5,Tidak,Ya,Tidak,Girik,2857555397
PROP00773,Bekasi,,335,4,4,2,Ya,2012,Perlu Renovasi,,Ya,Tidak,Tidak,,5995123085
PROP00774,Tangerang,370,422,4,2,1,Ya,2008,Baru,,Ya,Ya,Tidak,Strata Title,15892354314
PROP00775,Yogyakarta,277,386,6,3,1,Ya,1987,Bagus,18.1,Tidak,Ya,Tidak,SHGB,5311959870
PROP00776,Yogyakarta,34,163,2,3,2,Tidak,1991,Bagus,6.1,Ya,Ya,Ya,Girik,581125496
PROP00777,Semarang,416,550,5,2,3,Tidak,,Cukup,0.7,Ya,Tidak,Tidak,SHM,12173912340
PROP00778,Medan,464,661,6,2,1,Tidak,2005,Bagus,9.8,Tidak,Ya,Tidak,HGB,13026176947
PROP00779,Tangerang,244,271,3,2,2,Ya,2020,Bagus,12.1,Ya,Tidak,Tidak,SHGB,7369071712
PROP00780,Semarang,81,262,3,4,3,,2003,Cukup,4.7,Ya,Ya,Ya,Strata Title,2570262477
PROP00781,Bekasi,188,307,2,2,3,Tidak,2013,Baru,7.4,Ya,Ya,Ya,SHM,7358933197
PROP00782,Bekasi,591,750,3,4,2,Ya,2019,Baru,17,Tidak,Ya,Tidak,,19547728445
PROP00783,Bekasi,547,569,4,3,1,Tidak,2021,Cukup,13.9,Tidak,Tidak,Ya,SHGB,13700065005
PROP00784,Surabaya,508,509,1,1,3,Tidak,2007,Perlu Renov@si,7.1,Tidak,Tidak,Tidak,SHGB,13222572889
PROP00785,Jakarta Utara,496,534,5,1,2,Tidak,2008,Bagus,32.2,,Ya,Ya,SHM,21724284462
PROP00786,Bekasi,506,710,2,3,2,,2023,Baru,28.5,Ya,Tidak,,Girik,13704823173
PROP00787,Jakarta Selatan,112,241,1,2,3,Ya,2013,Bagus,13.6,Tidak,Tidak,Ya,SHM,9471083345
PROP00788,Bali,471,569,2,3,1,Ya,2009,Cukup,16.3,Ya,Tidak,Ya,Strata Title,13273698662
PROP00789,Bali,88,232,3,2,2,Ya,2023,Cukup,19,Tidak,Tidak,Ya,SHM,2809214337
PROP00790,Bali,160,361,6,2,2,Ya,2002,Perlu Renovasi,4.2,Ya,Ya,Tidak,,6749048061
PROP00791,Semarang,203,446,3,3,2,Ya,2017,Bagus,30.7,Ya,Ya,Tidak,Girik,3568485259
PROP00792,Jakarta Barat,196,317,4,2,2,Ya,1993,Cukup,27,Ya,Tidak,Ya,SHGB,6669841897
PROP00793,Jakarta Utara,447,465,6,4,1,Tidak,2015,Cukup,15.7,Tidak,Ya,,Strata Title,22813607255
PROP00794,Semarang,231,378,5,3,3,Tidak,2004,Bagus,33.1,Tidak,Ya,Tidak,SHM,5741865333
PROP00795,Medan,340,,3,3,1,Ya,1991,Baru,20.4,Tidak,Ya,Tidak,SHGB,5999919743
PROP00796,Bekasi,,237,1,1,2,Ya,2022,,22.5,Tidak,Tidak,Ya,Strata Title,2302004923
PROP00797,Bali,337,525,2,2,1,Ya,2011,Bagus,5.6,Ya,Tidak,Tidak,SHGB,20632295297
PROP00798,Jakarta Selatan,471,,1,3,2,Tidak,1988,Cukup,19.8,Ya,Ya,Tidak,SHM,26582075489
PROP00799,Bekasi,563,764,1,3,1,Tidak,2021,Bagus,3.6,Ya,Ya,Tidak,SHM,22777840671
PROP00800,Jakarta Selatan,141,265,4,3,2,Ya,2002,Baru,22.9,Tidak,Ya,Tidak,SHM,
PROP00801,Bandung,215,385,2,4,1,Tidak,2012,Cukup,23.7,Ya,,Tidak,SHGB,4824213559
PROP00802,Tangerang,414,482,4,3,3,Ya,2012,Bagus,29.1,Ya,Ya,Tidak,SHGB,10071862029
PROP00803,Bali,23,75,5,3,1,Ya,2003,Bagus,6.8,Ya,Tidak,Ya,Girik,1587711619
PROP00804,Semarang,115,135,3,1,3,Tidak,2024,Cukup,15.1,Tidak,Ya,Ya,HGB,2230226997
PROP00805,Semarang,384,393,2,4,2,Tidak,2008,,24.1,,Ya,Tidak,SHGB,5892656313
PROP00806,Jakarta Utara,522,767,3,2,1,Tidak,2015,PERLU RENOVASI,14.9,Tidak,Ya,Tidak,Strata Title,11224153346
PROP00807,Jakarta Barat,32,173,6,1,3,Tidak,1992,Bagus,,Tidak,Ya,Ya,HGB,2192893183
PROP00808,Jakarta Barat,430,,2,2,3,Tidak,1989,Perlu Renovasi,,Tidak,Tidak,Ya,SHGB,13854597805
PROP00809,Tangerang,516,603,6,4,3,Tidak,2009,Baru,20.4,Ya,Tidak,Ya,Strata Title,17466390241
PROP00810,Tangerang,282,342,2,2,3,Tidak,,Cukup,10.3,Ya,Tidak,,SHM,8233910211
PROP00811,Jakarta Selatan,231,236,4,3,3,Tidak,2008,Cukup,32,Ya,Tidak,Ya,SHM,10566855764
PROP00812,Jakarta Utara,470,525,6,3,3,Ya,2007,Cukup,5.8,Tidak,Tidak,Ya,HGB,25087353219
PROP00813,Medan,61,152,,3,1,Tidak,1993,Bagus,18.6,Ya,Ya,Ya,Girik,1177361046
PROP00814,Jakarta Selatan,578,751,4,1,1,Tidak,1989,Perlu Renovasi,2.5,Tidak,Ya,Ya,Strata Title,44579662711
PROP00815,Yogyakarta,141,177,5,3,2,Tidak,1994,Bagus,9,Ya,Tidak,Ya,HGB,4132952401
PROP00816,Jakarta Barat,316,319,4,1,2,Tidak,1990,Bagus,13.5,Tidak,Tidak,Tidak,Strata Title,14298906188
PROP00817,Bandung,,462,4,1,2,Tidak,1995,Cukup,3.4,Tidak,Tidak,Tidak,Strata Title,8848146409
PROP00818,Yogyakarta,54,208,1,1,2,Tidak,2005,Perlu Renovasi,11.4,Ya,Tidak,Tidak,Strata Title,901842767
PROP00819,Surabaya,427,622,6,2,1,Ya,2013,Cukup,15.2,Tidak,Ya,Ya,HGB,20772231162
PROP00820,Bandung,457,676,6,3,2,Tidak,1987,Bagus,29.7,Ya,Ya,Ya,SHM,8266319498
PROP00821,Tangerang,556,631,4,4,2,Tidak,2007,Perlu Renovasi,17.5,Tidak,Tidak,,Strata Title,12190353359
PROP00822,,562,594,1,4,1,Tidak,2014,Cukup,25.8,Ya,Tidak,,,10036974900
PROP00823,Surabaya,138,188,6,4,,Tidak,2009,Cukup,5.8,Tidak,Ya,Ya,Strata Title,8114179685
PROP00824,,237,367,6,3,1,Ya,2002,Perlu Renovasi,33.4,Ya,Tidak,Tidak,HGB,4115051453
PROP00825,Jakarta Barat,128,300,2,2,1,Ya,2019,Baru,12.3,Ya,Tidak,Tidak,Girik,8681188386
PROP00826,Medan,208,374,3,2,2,Ya,2011,Bagus,10.1,Ya,Ya,Ya,SHM,3424224148
PROP00827,Bekasi,396,427,6,3,1,Tidak,2001,Bagus,1.9,Ya,Ya,Ya,HGB,21528690650
PROP00828,Semarang,392,481,1,2,2,Ya,1995,Baru,23.3,Tidak,Tidak,Tidak,SHGB,6702697290
PROP00829,Bekasi,,570,1,2,1,Tidak,2005,Bagus,14.9,Ya,Tidak,Ya,SHGB,15351210576
PROP00830,Jakarta Utara,276,278,5,2,2,Ya,,Bagus,12.9,Ya,Tidak,Tidak,SHM,13316656758
PROP00831,Surabaya,155,344,4,2,1,Tidak,2017,Perlu Renovasi,27.2,Tidak,Ya,Tidak,Girik,2443833539
PROP00832,Jakarta Utara,393,540,4,4,2,Ya,,Bagus,15,Ya,Tidak,Tidak,Strata Title,17290196467
PROP00833,Surabaya,357,550,3,,1,Tidak,1996,Baru,7.9,Ya,Tidak,Tidak,SHGB,17247813177
PROP00834,Bali,145,372,3,4,1,Ya,2004,Bagus,12.3,Ya,Tidak,Tidak,SHGB,8209778181
PROP00835,Medan,,279,6,1,1,,1999,Baru,34.7,Tidak,Ya,Ya,HGB,693203437
PROP00836,Tangerang,60,265,5,4,1,Tidak,1997,Cukup,2.4,,Tidak,Tidak,HGB,2134731656
PROP00837,Bekasi,138,299,2,4,1,Tidak,2022,Perlu Renovasi,31.2,Ya,Tidak,Ya,SHM,1837452943
PROP00838,Jakarta Selatan,361,396,,3,1,Tidak,1989,Bagus,8.4,Tidak,Ya,Tidak,Strata Title,22081523038
PROP00839,Jakarta Barat,429,584,3,3,2,Ya,1988,Perlu Renovasi,1.2,Tidak,Tidak,Ya,SHGB,14667581775
PROP00840,Surabaya,171,390,2,2,3,Ya,,Bagus,23.7,Tidak,Tidak,Tidak,HGB,4866507418
PROP00841,Jakarta Barat,248,300,1,4,1,Ya,2015,Cukup,1.7,Tidak,,Tidak,SHM,17360907374
PROP00842,Tangerang,314,505,3,1,1,Ya,2016,Baru,20.5,Tidak,Ya,Ya,SHM,9360165790
PROP00843,Surabaya,407,407,1,4,3,Tidak,1995,Baru,11.2,Tidak,Ya,Ya,Girik,15111011982
PROP00844,Surabaya,458,,6,,1,Ya,2003,Bagus,21,Tidak,Tidak,Ya,HGB,22400939277
PROP00845,Surabaya,112,319,6,4,1,Ya,1990,Bagus,13.7,Ya,Ya,Ya,SHM,3683343249
PROP00846,Bandung,398,634,6,4,3,Ya,2015,Cukup,1.1,Ya,Tidak,,SHGB,10217052411
PROP00847,Medan,372,509,5,2,3,Tidak,1993,Cukup,18,Ya,Ya,Ya,HGB,4368958117
PROP00848,Jakarta Selatan,522,688,5,2,1,Ya,2021,Cukup,25.4,Ya,Tidak,Ya,HGB,27198162470
PROP00849,Bandung,221,250,2,1,2,Tidak,1990,Perlu Renovasi,32.3,Ya,Tidak,Ya,SHGB,2783422157
PROP00850,Surabaya,497,677,5,3,3,Tidak,1990,Perlu Renovasi,6.5,,Ya,Tidak,Strata Title,13250670187
PROP00851,Tangerang,46,159,5,1,2,Tidak,1989,Cukup,31,Tidak,Tidak,Tidak,SHM,906359201
PROP00852,Surabaya,343,490,6,4,1,Tidak,1993,Bagus,16.2,Tidak,Tidak,Ya,HGB,15541043898
PROP00853,Bandung,335,466,5,4,3,Tidak,2005,Bagus,33.4,Tidak,Ya,,Girik,9397385853
PROP00854,Semarang,423,,1,1,1,Tidak,1987,Baru,23.8,Ya,Ya,Tidak,Strata Title,10364124678
PROP00855,Medan,311,336,6,3,1,Tidak,2005,Cukup,2.4,Tidak,Tidak,,Strata Title,8823025596
PROP00856,Medan,399,581,4,,1,Tidak,2010,Baru,16.5,Tidak,Ya,Ya,HGB,8289026514
PROP00857,Yogyakarta,,459,3,3,3,Tidak,1993,Cukup,14.8,Ya,Tidak,Tidak,SHM,7288611954
PROP00858,Tangerang,388,590,6,4,2,Tidak,2012,Baru,18.6,Tidak,Ya,Tidak,Strata Title,16431042422
PROP00859,Tangerang,60,231,4,2,2,Tidak,2022,Baru,16.6,Tidak,Ya,Ya,SHM,3115620187
PROP00860,Yogyakarta,165,270,2,4,2,Ya,1999,Perlu Renovasi,33.7,Ya,Ya,Tidak,HGB,1573430247
PROP00861,Tangerang,537,761,4,4,1,Tidak,1995,Baru,20.6,Tidak,Ya,Tidak,HGB,14208874946
PROP00862,Bali,588,759,2,4,3,Ya,2010,Baru,9.6,Tidak,,Tidak,Strata Title,32307832697
PROP00863,Bekasi,467,470,2,1,2,Tidak,2006,Baru,32.1,Ya,Ya,Tidak,SHM,14886958245
PROP00864,Jakarta Utara,,559,2,4,1,,2006,Cukup,5.8,Ya,Ya,Ya,HGB,17629647352
PROP00865,Jakarta Barat,519,760,6,2,2,Tidak,1996,Bagus,34.1,Tidak,Tidak,Tidak,HGB,25629636552
PROP00866,Yogyakarta,101,290,3,1,2,Tidak,2024,Bagus,17.5,Tidak,Ya,Ya,SHM,2025577326
PROP00867,Tangerang,310,466,3,3,3,Ya,1990,Cukup,29.4,Ya,Ya,Tidak,SHM,
PROP00868,Surabaya,305,519,4,3,2,Ya,2001,Cukup,17.3,Ya,Ya,Tidak,SHM,12360054514
PROP00869,Yogyakarta,507,739,3,4,1,Ya,2009,Baru,25.5,Ya,Ya,Tidak,SHGB,14165055851
PROP00870,Bandung,96,232,5,2,1,Tidak,1996,Baru,15,Tidak,Tidak,Ya,SHGB,3695773099
PROP00871,Tangerang,305,459,3,2,3,Tidak,2023,Baru,10.7,Ya,Tidak,Tidak,Strata Title,17431538059
PROP00872,Semarang,306,,4,1,2,Ya,2015,Baru,1.1,,Ya,Ya,Strata Title,15625164107
PROP00873,Jakarta Barat,554,634,6,1,1,Ya,2010,Bagus,14.2,Tidak,Tidak,Tidak,HGB,32242485452
PROP00874,Bekasi,34,252,5,3,2,Ya,2011,Cukup,22.9,Ya,Tidak,Ya,SHGB,747837564
PROP00875,Jakarta Utara,272,472,2,3,3,Tidak,2023,Cukup,29,Tidak,Ya,Tidak,SHGB,8555724680
PROP00876,Medan,575,754,5,3,3,Ya,1992,Bagus,18.9,,Tidak,Ya,Strata Title,12718886074
PROP00877,Jakarta Selatan,238,392,5,2,3,Ya,2018,Cukup,26.9,Ya,Tidak,Ya,SHM,11550971507
PROP00878,Bekasi,413,540,1,1,3,Tidak,2015,Cukup,26.8,Tidak,Ya,Ya,Strata Title,8939128058
PROP00879,Jakarta Utara,445,574,6,3,2,Tidak,2019,PERLU RENOVASI,17.5,Ya,Tidak,Ya,SHM,10486143193
PROP00880,Jakarta Barat,559,661,4,2,3,Ya,2002,,19.3,Ya,Ya,Tidak,SHGB,
PROP00881,Jakarta Selatan,231,371,4,4,3,Tidak,1997,Baru,21.3,Ya,Tidak,Tidak,HGB,14529564125
PROP00882,Jakarta Utara,458,599,1,4,2,Tidak,2014,Cukup,27.4,Tidak,Ya,Ya,Strata Title,11594468616
PROP00883,Bali,515,527,4,1,3,Ya,2013,Bagus,15.3,Ya,Tidak,Tidak,Strata Title,30007161817
PROP00884,Bandung,94,223,5,4,1,Tidak,2016,Perlu Renovasi,28.6,Tidak,Tidak,Tidak,Strata Title,1650629929
PROP00885,Bali,592,665,6,4,3,Tidak,2004,Perlu Renovasi,34.3,Ya,Ya,,HGB,12442311826
PROP00886,Tangerang,287,429,1,2,1,Tidak,1999,Cukup,17.4,Ya,Tidak,Ya,Girik,5856496332
PROP00887,Yogyakarta,410,633,6,1,1,Tidak,2014,Bagus,27.5,Tidak,Tidak,Tidak,SHM,9188953380
PROP00888,Bekasi,525,658,3,3,1,Tidak,2006,Bagus,20.7,Ya,Ya,Ya,SHM,14439886812
PROP00889,Surabaya,248,277,6,4,3,Tidak,1992,Bagus,20.2,Tidak,Tidak,Ya,Strata Title,9479599046
PROP00890,Jakarta Barat,521,637,3,2,3,Ya,1992,Baru,18.9,Ya,Tidak,Ya,Girik,
PROP00891,Semarang,123,217,2,4,3,Ya,1986,Cukup,29,Tidak,Tidak,Ya,SHM,2163106220
PROP00892,Jakarta Utara,449,648,2,1,3,Ya,2008,Cukup,32.9,Tidak,Ya,Tidak,Strata Title,12482925022
PROP00893,Bandung,405,502,,4,3,Ya,2022,Baru,19.8,Tidak,Ya,Tidak,Girik,16144500443
PROP00894,Bekasi,292,360,3,1,3,Tidak,1985,Cukup,4.4,Ya,Ya,Ya,SHGB,6201972182
PROP00895,Bandung,444,601,1,3,3,Ya,2024,Baru,30.6,Ya,Tidak,Ya,,10093428052
PROP00896,Tangerang,549,735,6,4,1,Tidak,,Baru,8.2,Tidak,Ya,Tidak,HGB,29944184847
PROP00897,Medan,295,377,1,3,3,Tidak,2012,Bagus,1,Tidak,Tidak,Ya,SHM,8639600071
PROP00898,Bandung,405,636,2,3,3,Tidak,2008,Cukup,2,Tidak,Ya,Ya,,14116509813
PROP00899,Jakarta Utara,38,203,5,1,2,Ya,1997,Bagus,23,Tidak,,Tidak,Strata Title,1042481720
PROP00900,Jakarta Selatan,119,331,1,2,2,Ya,1991,Bagus,19,Ya,Ya,Ya,SHM,8316193748
